	LocationID	CoutryID	CountryName	Description	DateTimeAdded	ID	DisplayValue
	1486	2	TANZANIA	DUPLICATE RUAHAMBUYUNI DUPLICATE	12/13/2022 8:57 PM	1486	DUPLICATE RUAHAMBUYUNI DUPLICATE
	1577	1	ZAMBIA	DUPLICATE SAINT.DOROTHY DUPLICATE	1/21/2023 3:58 PM	1577	DUPLICATE SAINT.DOROTHY DUPLICATE
	1599	1	ZAMBIA	DUPLICATE SENENGA DUPLICATE	1/26/2023 4:47 PM	1599	DUPLICATE SENENGA DUPLICATE
	1541	2	TANZANIA	DUPLICATE TUNDUAM AREA	1/1/2023 3:29 PM	1541	DUPLICATE TUNDUAM AREA
	1490	2	TANZANIA	DUPLICATE UAHAMBUYUNI 	12/13/2022 8:57 PM	1490	DUPLICATE UAHAMBUYUNI 
	2714	1	ZAMBIA	DYNAMIC TRUCK PARK, KASUMBALESA	9/11/2025 6:34 PM	2714	DYNAMIC TRUCK PARK, KASUMBALESA
	2271	1	ZAMBIA	DYOKUCATE 13	4/10/2024 5:19 PM	2271	DYOKUCATE 13
	2185	5	ZIMBABWE	EAGLES NEST	11/28/2023 5:24 AM	2185	EAGLES NEST
	2042	5	ZIMBABWE	ELEPHANTS WALK	7/7/2023 6:24 AM	2042	ELEPHANTS WALK
	1981	5	ZIMBABWE	ELEVEN MILES	6/10/2023 4:03 PM	1981	ELEVEN MILES
	2334	0		ELLEN MILES	6/15/2024 8:15 PM	2334	ELLEN MILES
	2545	1	ZAMBIA	ELMAN YARD, NDOLA	1/20/2025 6:27 PM	2545	ELMAN YARD, NDOLA
	2443	1	ZAMBIA	ENDLESS YARD, LUSAKA	8/25/2024 6:53 PM	2443	ENDLESS YARD, LUSAKA
	1673	1	ZAMBIA	ENOCK KAVINDELE TOLL PLAZA	3/16/2023 6:26 AM	1673	ENOCK KAVINDELE TOLL PLAZA
	2691	0		ESIGODINI	8/11/2025 3:28 PM	2691	ESIGODINI
	2719	1	ZAMBIA	EXTRA LOGISTICS YARD, LUSAKA	9/15/2025 8:32 PM	2719	EXTRA LOGISTICS YARD, LUSAKA
	2441	1	ZAMBIA	FAST FREIGHT YARD, LUSAKA	8/24/2024 6:22 PM	2441	FAST FREIGHT YARD, LUSAKA
	2689	0		FATIMA	8/11/2025 9:06 AM	2689	FATIMA
	2077	5	ZIMBABWE	FEATHERSTONE	8/8/2023 7:54 AM	2077	FEATHERSTONE
	2630	0		FIFUNGO	6/21/2025 8:45 AM	2630	FIFUNGO
	2151	1	ZAMBIA	FINKULI	11/7/2023 12:22 AM	2151	FINKULI
	1429	1	ZAMBIA	FISENGE	12/10/2022 10:21 AM	1429	FISENGE
	2375	1	ZAMBIA	FISH CONTROL	7/15/2024 5:27 AM	2375	FISH CONTROL
	1430	1	ZAMBIA	FITOBAULA	12/10/2022 10:21 AM	1430	FITOBAULA
	2050	5	ZIMBABWE	FORBES BORDER	7/15/2023 3:15 PM	2050	FORBES BORDER
	2477	1	ZAMBIA	FORSHAN YARD, LUSAKA	10/16/2024 11:20 PM	2477	FORSHAN YARD, LUSAKA
	1724	1	ZAMBIA	FOURWAYS YARD, LUSAKA	4/11/2023 5:09 PM	1724	FOURWAYS YARD, LUSAKA
	2609	3	BOTSWANA	FRANCIS AREA	5/21/2025 3:26 PM	2609	FRANCIS AREA
	1992	3	BOTSWANA	FRANCISTOWN	6/12/2023 11:40 AM	1992	FRANCISTOWN
	2600	3	BOTSWANA	FRANCISTOWN AREA	5/12/2025 1:17 PM	2600	FRANCISTOWN AREA
	2392	3	BOTSWANA	FRANCISTOWN WEIGHBRIDGE	7/26/2024 7:26 PM	2392	FRANCISTOWN WEIGHBRIDGE
	1627	1	ZAMBIA	FREDRICK CHILUBA TOLL PLAZA	2/23/2023 11:21 PM	1627	FREDRICK CHILUBA TOLL PLAZA
	1728	2	TANZANIA	FULWE	4/15/2023 1:55 PM	1728	FULWE
	2000	5	ZIMBABWE	FURTHERSTONE	6/13/2023 9:08 AM	2000	FURTHERSTONE
	2251	1	ZAMBIA	G&H YARD, KITWE	3/13/2024 8:28 PM	2251	G&H YARD, KITWE
	2221	1	ZAMBIA	G.F.S YARD, LUSAKA	1/6/2024 11:13 AM	2221	G.F.S YARD, LUSAKA
	2511	3	BOTSWANA	GABORONE CITY	12/16/2024 12:06 AM	2511	GABORONE CITY
	2646	1	ZAMBIA	GALCO YARD, NDOLA	6/30/2025 9:26 PM	2646	GALCO YARD, NDOLA
	1532	1	ZAMBIA	GEORGE KUNDA TOLL PLAZA	12/30/2022 8:35 AM	1532	GEORGE KUNDA TOLL PLAZA
	2246	1	ZAMBIA	GFS YARD, LUSAKA	3/9/2024 8:27 AM	2246	GFS YARD, LUSAKA
	2732	0		GFS YARD, NDOLA	10/13/2025 2:22 PM	2732	GFS YARD, NDOLA
	2444	1	ZAMBIA	GLOBAL YARD, LUSAKA	8/26/2024 6:23 PM	2444	GLOBAL YARD, LUSAKA
	2437	0		GLOWVIEW	8/21/2024 5:19 AM	2437	GLOWVIEW
	2064	7	MOZAMBIQUE	GONDOLA	7/19/2023 9:54 AM	2064	GONDOLA
	2523	1	ZAMBIA	GREENDOOR YARD, CHINGOLA	12/23/2024 6:41 PM	2523	GREENDOOR YARD, CHINGOLA
	2019	8	SOUTH AFRICA	GROBLERSBRUG	6/16/2023 12:45 AM	2019	GROBLERSBRUG
	2696	1	ZAMBIA	GSM YARD, LUSAKA	8/16/2025 11:22 PM	2696	GSM YARD, LUSAKA
	2316	1	ZAMBIA	GSM YARD, NDOLA	6/6/2024 8:56 PM	2316	GSM YARD, NDOLA
	2154	7	MOZAMBIQUE	GURO	11/9/2023 3:46 PM	2154	GURO
	1720	5	ZIMBABWE	GWAI	4/10/2023 8:49 PM	1720	GWAI
	1584	5	ZIMBABWE	GWANDA	1/23/2023 11:39 AM	1584	GWANDA
	2461	5	ZIMBABWE	GWERU TRUCK STOP ZIM	9/21/2024 8:05 PM	2461	GWERU TRUCK STOP ZIM
	1988	3	BOTSWANA	GWESHA TOLL GATE 	6/12/2023 7:20 AM	1988	GWESHA TOLL GATE 
	1591	2	TANZANIA	HALALI	1/25/2023 10:12 AM	1591	HALALI
	1513	2	TANZANIA	HANSEKETWA	12/21/2022 2:29 PM	1513	HANSEKETWA
	1717	5	ZIMBABWE	HARARE	4/10/2023 8:13 PM	1717	HARARE
	2457	1	ZAMBIA	HAULOADS YARD, CHINGOLA	9/18/2024 6:09 PM	2457	HAULOADS YARD, CHINGOLA
	1765	5	ZIMBABWE	HEADLANDS	4/18/2023 3:40 PM	1765	HEADLANDS
	1920	1	ZAMBIA	HEALAND YARD	4/25/2023 4:44 PM	1920	HEALAND YARD
	2336	5	ZIMBABWE	HIGH ENERGY TRUCK STOP	6/18/2024 6:33 PM	2336	HIGH ENERGY TRUCK STOP
	2298	1	ZAMBIA	HIGHWAY TRUCK PARK, KAPIRI MPOSHI	5/15/2024 6:28 PM	2298	HIGHWAY TRUCK PARK, KAPIRI MPOSHI
	2355	1	ZAMBIA	HILL CREST AT LAKE OIL, NDOLA 	6/27/2024 7:18 PM	2355	HILL CREST AT LAKE OIL, NDOLA 
	1656	1	ZAMBIA	HITCO TRUCK PARK, NDOLA	3/10/2023 12:11 PM	1656	HITCO TRUCK PARK, NDOLA
	2421	1	ZAMBIA	HIYA CHECKPOINT, KAPIRI MPOSHI	8/16/2024 6:16 AM	2421	HIYA CHECKPOINT, KAPIRI MPOSHI
	2320	0		HONDE 	6/9/2024 6:37 AM	2320	HONDE 
	2658	1	ZAMBIA	HONEST YARD, MANSA TURN OFF	7/5/2025 6:36 PM	2658	HONEST YARD, MANSA TURN OFF
	2613	0		HORO HORO	5/22/2025 4:46 PM	2613	HORO HORO
	2467	5	ZIMBABWE	HORTON TRUCK PARK, HARARE	10/7/2024 6:03 PM	2467	HORTON TRUCK PARK, HARARE
	2216	5	ZIMBABWE	HWANGE	1/3/2024 5:57 PM	2216	HWANGE
	1671	2	TANZANIA	ICHA YA NDEGE	3/14/2023 5:16 PM	1671	ICHA YA NDEGE
	2090	2	TANZANIA	IDETERO	8/24/2023 7:09 PM	2090	IDETERO
	2591	2	TANZANIA	IDOFI	5/2/2025 4:38 PM	2591	IDOFI
	1507	2	TANZANIA	IFUNDA	12/21/2022 2:29 PM	1507	IFUNDA
	1446	2	TANZANIA	IGAWA	12/10/2022 10:23 AM	1446	IGAWA
	1658	2	TANZANIA	IGULUSI	3/10/2023 2:25 PM	1658	IGULUSI
	1653	2	TANZANIA	IGUMBILO	3/10/2023 12:54 AM	1653	IGUMBILO
	1492	2	TANZANIA	IGURUSI	12/13/2022 8:57 PM	1492	IGURUSI
	1962	2	TANZANIA	IHANDA	5/16/2023 12:08 PM	1962	IHANDA
	1741	2	TANZANIA	IHEMI	4/17/2023 7:22 AM	1741	IHEMI
	2554	0		IKINGULA	2/6/2025 10:01 PM	2554	IKINGULA
	2281	2	TANZANIA	IKOKOTO	5/2/2024 5:47 PM	2281	IKOKOTO
	2478	0		IKUNGULA	10/17/2024 3:01 PM	2478	IKUNGULA
	1974	2	TANZANIA	ILEMBULA	5/31/2023 6:18 AM	1974	ILEMBULA
	1393	1	ZAMBIA	ILENDELA	12/6/2022 2:44 PM	1393	ILENDELA
	1976	1	ZAMBIA	ILENDELA.	5/31/2023 8:45 PM	1976	ILENDELA.
	2506	2	TANZANIA	ILONGO INYALA AREA	12/10/2024 10:01 PM	2506	ILONGO INYALA AREA
	1484	2	TANZANIA	ILULA	12/13/2022 8:57 PM	1484	ILULA
	2522	0		IMALUTWA 	12/21/2024 9:40 PM	2522	IMALUTWA 
	2495	0		IMALUTWA (TZ)	11/6/2024 9:08 PM	2495	IMALUTWA (TZ)
	2527	1	ZAMBIA	IMPALA TERMINAL YARD, NDOLA	12/27/2024 3:39 PM	2527	IMPALA TERMINAL YARD, NDOLA
	2234	1	ZAMBIA	INARA YARD, LUSAKA	2/8/2024 9:41 AM	2234	INARA YARD, LUSAKA
	2063	7	MOZAMBIQUE	INCHOPE	7/19/2023 9:50 AM	2063	INCHOPE
	2193	7	MOZAMBIQUE	INHAMIZUA PARK, BEIRA PORT 	12/8/2023 11:38 AM	2193	INHAMIZUA PARK, BEIRA PORT 
	2393	0		INKOMO TOLL PLAZA	7/27/2024 6:02 AM	2393	INKOMO TOLL PLAZA
	2311	1	ZAMBIA	INLAND YARD, NDOLA.	5/31/2024 12:39 PM	2311	INLAND YARD, NDOLA.
	2693	0		INSUNZA	8/12/2025 10:41 AM	2693	INSUNZA
	2178	1	ZAMBIA	INTER AFRICA, CHINGOLA	11/20/2023 2:22 PM	2178	INTER AFRICA, CHINGOLA
	2378	1	ZAMBIA	INTER AFRICA, KAPIRI MPOSHI	7/19/2024 6:18 AM	2378	INTER AFRICA, KAPIRI MPOSHI
	2383	1	ZAMBIA	INTER AFRICA, LIVINGSTONE	7/20/2024 8:14 PM	2383	INTER AFRICA, LIVINGSTONE
	2339	1	ZAMBIA	INTER AFRICA, LUSAKA	6/19/2024 9:12 PM	2339	INTER AFRICA, LUSAKA
	2580	1	ZAMBIA	INTER AFRICA, NDOLA	4/2/2025 11:53 PM	2580	INTER AFRICA, NDOLA
	2541	1	ZAMBIA	INTER-AFRICA, KAFUE	1/19/2025 7:39 AM	2541	INTER-AFRICA, KAFUE
	2692	1	ZAMBIA	INTER-CONTINENTAL YARD, KITWE	8/11/2025 5:59 PM	2692	INTER-CONTINENTAL YARD, KITWE
	1445	2	TANZANIA	INYALA	12/10/2022 10:23 AM	1445	INYALA
	1969	2	TANZANIA	IPOGOLO	5/21/2023 12:46 PM	1969	IPOGOLO
	2578	0		IRAMBA MAKAMBAKO AREA	3/28/2025 7:44 PM	2578	IRAMBA MAKAMBAKO AREA
	1414	2	TANZANIA	IRINGA	12/6/2022 2:44 PM	1414	IRINGA
	2737	1	ZAMBIA	ISO TRUCK PARK, LIVINGSTONE	10/16/2025 10:17 PM	2737	ISO TRUCK PARK, LIVINGSTONE
	1375	1	ZAMBIA	ISOKA	11/23/2022 10:46 AM	1375	ISOKA
	1666	2	TANZANIA	ITEWE	3/12/2023 10:08 PM	1666	ITEWE
	1647	1	ZAMBIA	ITEZHI ITEZHI	3/8/2023 5:13 PM	1647	ITEZHI ITEZHI
	2092	1	ZAMBIA	IWALA PRIMARY SCHOOL	8/30/2023 12:32 PM	2092	IWALA PRIMARY SCHOOL
	2083	2	TANZANIA	IWAMBI MBEYA AREA 	8/15/2023 7:27 AM	2083	IWAMBI MBEYA AREA 
	2292	2	TANZANIA	IYAYI	5/12/2024 12:29 PM	2292	IYAYI
	1552	2	TANZANIA	IYOVI	1/3/2023 8:32 PM	1552	IYOVI
	2725	7	MOZAMBIQUE	J&J PARK, BEIRA PORT	9/27/2025 10:28 PM	2725	J&J PARK, BEIRA PORT
	2722	5	ZIMBABWE	J&J YARD, HARARE	9/25/2025 5:11 AM	2722	J&J YARD, HARARE
	2536	1	ZAMBIA	J&J YARD, LUSAKA	1/7/2025 6:41 PM	2536	J&J YARD, LUSAKA
	2132	1	ZAMBIA	JACARANDA MALL, NDOLA	10/23/2023 2:00 PM	2132	JACARANDA MALL, NDOLA
	2388	1	ZAMBIA	JENGA JENGA	7/23/2024 10:15 PM	2388	JENGA JENGA
	2387	1	ZAMBIA	JINGA JINGA	7/23/2024 10:14 PM	2387	JINGA JINGA
	2184	1	ZAMBIA	JOHN CHINENA	11/23/2023 6:32 PM	2184	JOHN CHINENA
	2538	1	ZAMBIA	JOHN LAING, LUSAKA	1/12/2025 9:39 PM	2538	JOHN LAING, LUSAKA
	2647	1	ZAMBIA	JULDAN MOTORS GARAGE, LUSAKA	6/30/2025 10:12 PM	2647	JULDAN MOTORS GARAGE, LUSAKA
	2640	0		KABAMBA AREA, SERENJE	6/28/2025 7:48 AM	2640	KABAMBA AREA, SERENJE
	2137	1	ZAMBIA	KABANGAMA	10/27/2023 4:51 PM	2137	KABANGAMA
	2032	1	ZAMBIA	KABANGWE	6/26/2023 8:25 PM	2032	KABANGWE
	1572	1	ZAMBIA	KABISAPI	1/18/2023 8:22 AM	1572	KABISAPI
	2723	0		KABITAKA TRUCK PARK, SOLWEZI	9/26/2025 5:09 AM	2723	KABITAKA TRUCK PARK, SOLWEZI
	1394	1	ZAMBIA	KABWE	12/6/2022 2:44 PM	1394	KABWE
	1856	1	ZAMBIA	KABWE MALL	4/20/2023 9:59 AM	1856	KABWE MALL
	2285	1	ZAMBIA	KACHOLOLA	5/10/2024 8:14 AM	2285	KACHOLOLA
	2325	0		KACHOLOLA CHECK POINT	6/11/2024 6:43 PM	2325	KACHOLOLA CHECK POINT
	2542	0		KADOMA	1/19/2025 8:03 PM	2542	KADOMA
	2454	1	ZAMBIA	KAFUBU MALL, NDOLA	9/7/2024 7:20 PM	2454	KAFUBU MALL, NDOLA
	2518	0		KAFUBU RIVER	12/18/2024 7:24 PM	2518	KAFUBU RIVER
	1458	1	ZAMBIA	KAFUE	12/11/2022 10:50 AM	1458	KAFUE
	2481	1	ZAMBIA	KAFUE KORRIDOR	10/19/2024 2:11 PM	2481	KAFUE KORRIDOR
	1600	1	ZAMBIA	KAFUE NATIONAL PARK	1/27/2023 5:10 PM	1600	KAFUE NATIONAL PARK
	2202	1	ZAMBIA	KAFUE RIVER, CHILILABOMBWE	12/13/2023 7:02 AM	2202	KAFUE RIVER, CHILILABOMBWE
	2435	1	ZAMBIA	KAFUE TRUCK INN TRUCK PARK, KAFUE	8/20/2024 6:53 PM	2435	KAFUE TRUCK INN TRUCK PARK, KAFUE
	2130	1	ZAMBIA	KAFUE WEIGHBRIDGE	10/22/2023 11:44 AM	2130	KAFUE WEIGHBRIDGE
	1505	1	ZAMBIA	KAFULAFUTA	12/21/2022 2:29 PM	1505	KAFULAFUTA
	2659	1	ZAMBIA	KAFULAFUTA CHECKPOINT	7/5/2025 7:29 PM	2659	KAFULAFUTA CHECKPOINT
	1742	1	ZAMBIA	KAFULAFUTA TOLL PLAZA	4/17/2023 9:44 AM	1742	KAFULAFUTA TOLL PLAZA
	1830	1	ZAMBIA	KAFULAFUTA WEIGHBRIDGE	4/20/2023 7:28 AM	1830	KAFULAFUTA WEIGHBRIDGE
	2312	1	ZAMBIA	KAFUMBWE	6/4/2024 8:02 AM	2312	KAFUMBWE
	1626	1	ZAMBIA	KAFWIMBI	2/23/2023 6:55 AM	1626	KAFWIMBI
	2702	0		KAKONDE TOLL GATE	8/19/2025 10:11 AM	2702	KAKONDE TOLL GATE
	2683	0		KALENSE TOLL PLAZA	8/5/2025 4:52 PM	2683	KALENSE TOLL PLAZA
	2061	1	ZAMBIA	KALILELE	7/18/2023 3:24 PM	2061	KALILELE
	1467	1	ZAMBIA	KALOMO 	12/11/2022 5:29 PM	1467	KALOMO 
	2466	1	ZAMBIA	KALONJE (AFTER MUNUNGA)	9/27/2024 7:08 PM	2466	KALONJE (AFTER MUNUNGA)
	1581	1	ZAMBIA	KALONJE (BEFORE MUNUNGA)	1/22/2023 4:40 PM	1581	KALONJE (BEFORE MUNUNGA)
	1571	1	ZAMBIA	KALULUSHI	1/17/2023 3:23 PM	1571	KALULUSHI
	2097	1	ZAMBIA	KALULUSHI TOLL PLAZA	9/7/2023 10:05 AM	2097	KALULUSHI TOLL PLAZA
	1732	1	ZAMBIA	KALULUSHI TURN OFF	4/16/2023 2:02 PM	1732	KALULUSHI TURN OFF
	1698	1	ZAMBIA	KALUNGU	3/29/2023 10:48 AM	1698	KALUNGU
	1384	1	ZAMBIA	KALUNGU CHECKPOINT	11/23/2022 10:46 AM	1384	KALUNGU CHECKPOINT
	1519	1	ZAMBIA	KALWEO	12/27/2022 2:14 PM	1519	KALWEO
	1818	1	ZAMBIA	KAMANGU	4/19/2023 3:56 PM	1818	KAMANGU
	2263	1	ZAMBIA	KAMUCHANGA CHECKPOINT, MUFULIRA	3/27/2024 4:52 PM	2263	KAMUCHANGA CHECKPOINT, MUFULIRA
	2088	2	TANZANIA	KAMWAMWA	8/22/2023 10:06 AM	2088	KAMWAMWA
	1566	1	ZAMBIA	KANDABWE	1/13/2023 4:13 PM	1566	KANDABWE
	2094	1	ZAMBIA	KANFINSA	9/5/2023 5:56 PM	2094	KANFINSA
	1564	1	ZAMBIA	KANG'WENA	1/13/2023 3:40 PM	1564	KANG'WENA
	1712	1	ZAMBIA	KANKWENDA	4/8/2023 11:27 AM	1712	KANKWENDA
	2576	1	ZAMBIA	KANONA	3/24/2025 5:26 PM	2576	KANONA
	1474	1	ZAMBIA	KANONA TRUCK PARK, CHITAMBO	12/12/2022 11:11 AM	1474	KANONA TRUCK PARK, CHITAMBO
	1444	1	ZAMBIA	KANSANSHI	12/10/2022 10:23 AM	1444	KANSANSHI
	2036	1	ZAMBIA	KANSANSHI AREA	6/30/2023 1:34 PM	2036	KANSANSHI AREA
	1892	1	ZAMBIA	KANSANSHI MINE	4/25/2023 8:10 AM	1892	KANSANSHI MINE
	2669	1	ZAMBIA	KANSANSHI TRUCK PARK	7/16/2025 11:07 AM	2669	KANSANSHI TRUCK PARK
	2577	0		KANSUSWA - MUFULIRA	3/26/2025 3:14 PM	2577	KANSUSWA - MUFULIRA
	1540	1	ZAMBIA	KANTONGO	12/31/2022 5:26 PM	1540	KANTONGO
	1589	1	ZAMBIA	KANZUNGULA 	1/25/2023 7:25 AM	1589	KANZUNGULA 
	1738	1	ZAMBIA	KAOLE	4/16/2023 3:26 PM	1738	KAOLE
	1440	1	ZAMBIA	KAOMA	12/10/2022 10:22 AM	1440	KAOMA
	2102	1	ZAMBIA	KAPIJI MPANGA	9/12/2023 9:31 PM	2102	KAPIJI MPANGA
	1958	1	ZAMBIA	KAPILA	5/8/2023 1:05 PM	1958	KAPILA
	2103	1	ZAMBIA	KAPILI NGOZI	9/13/2023 5:05 PM	2103	KAPILI NGOZI
	2029	1	ZAMBIA	KAPILI SCHOOL, CHINSALI	6/23/2023 10:36 AM	2029	KAPILI SCHOOL, CHINSALI
	2266	1	ZAMBIA	KAPILILONGA - ISOKA	4/1/2024 2:17 PM	2266	KAPILILONGA - ISOKA
	1534	1	ZAMBIA	KAPIRI MPOSHI	12/30/2022 9:38 AM	1534	KAPIRI MPOSHI
	2490	1	ZAMBIA	KAPIRI MPOSHI WEIGHBRIDGE	10/31/2024 8:16 PM	2490	KAPIRI MPOSHI WEIGHBRIDGE
	1745	1	ZAMBIA	KAPIRI MT MERU FILLING STATION	4/17/2023 11:12 AM	1745	KAPIRI MT MERU FILLING STATION
	2345	0		KAPIRINGOZI	6/21/2024 7:17 PM	2345	KAPIRINGOZI
	2502	0		KAPIRI-TANZANIA JUNCTION	12/3/2024 2:31 PM	2502	KAPIRI-TANZANIA JUNCTION
	2076	1	ZAMBIA	KAPOKO	8/7/2023 4:30 PM	2076	KAPOKO
	1669	1	ZAMBIA	KAPWANYA	3/14/2023 4:48 PM	1669	KAPWANYA
	2703	0		KAPWILA RAILWAY CROSSING	8/19/2025 12:06 PM	2703	KAPWILA RAILWAY CROSSING
	2603	1	ZAMBIA	KARAN FILLING STATION,NDOLA	5/15/2025 7:34 PM	2603	KARAN FILLING STATION,NDOLA
	2420	7	MOZAMBIQUE	KARAN YARD, BEIRA	8/15/2024 11:21 PM	2420	KARAN YARD, BEIRA
	2290	1	ZAMBIA	KARAN YARD, LUSAKA 	5/11/2024 8:06 PM	2290	KARAN YARD, LUSAKA 
	1643	1	ZAMBIA	KARIBU BUSINESS PARK, KITWE	3/4/2023 4:05 PM	1643	KARIBU BUSINESS PARK, KITWE
	2569	1	ZAMBIA	KARIBU YARD NDOLA	3/8/2025 5:51 PM	2569	KARIBU YARD NDOLA
	2006	5	ZIMBABWE	KAROI	6/13/2023 3:28 PM	2006	KAROI
	1642	1	ZAMBIA	KASALA-MUKANGA	3/3/2023 10:09 PM	1642	KASALA-MUKANGA
	1569	1	ZAMBIA	KASAMA	1/14/2023 10:55 AM	1569	KASAMA
	2505	1	ZAMBIA	KASAMA TURN OFF, ISOKA	12/8/2024 9:12 PM	2505	KASAMA TURN OFF, ISOKA
	2021	3	BOTSWANA	KASANE	6/16/2023 11:51 AM	2021	KASANE
	2623	3	BOTSWANA	KASANE CHECKPOINT	6/11/2025 5:18 AM	2623	KASANE CHECKPOINT
	1986	3	BOTSWANA	KASANE WEIGHBRIDGE	6/11/2023 4:28 PM	1986	KASANE WEIGHBRIDGE
	1918	1	ZAMBIA	KASANGALA	4/25/2023 4:40 PM	1918	KASANGALA
	2313	1	ZAMBIA	KASAYA VILLAGE	6/4/2024 6:42 PM	2313	KASAYA VILLAGE
	2279	1	ZAMBIA	KASEKA VILLAGE, CHINSALI	4/30/2024 6:24 PM	2279	KASEKA VILLAGE, CHINSALI
	1711	1	ZAMBIA	KASEMPA	4/8/2023 10:38 AM	1711	KASEMPA
	2254	1	ZAMBIA	KASENGA	3/16/2024 9:01 PM	2254	KASENGA
	2218	2	TANZANIA	KASEYA SAFE STOP	1/3/2024 6:53 PM	2218	KASEYA SAFE STOP
	1640	1	ZAMBIA	KASHITU	3/3/2023 10:59 AM	1640	KASHITU
	2138	1	ZAMBIA	KASOKOTA	10/29/2023 1:07 PM	2138	KASOKOTA
	1390	1	ZAMBIA	KASUMBALESA	11/23/2022 10:46 AM	1390	KASUMBALESA
	1971	1	ZAMBIA	KASUMBALESA GOMES	5/24/2023 11:07 AM	1971	KASUMBALESA GOMES
	2529	0		KASUTE	12/27/2024 7:45 PM	2529	KASUTE
	2203	4	NAMIBIA	KATANINO	12/15/2023 7:40 PM	2203	KATANINO
	2701	0		KATESHI TOLL GATE	8/19/2025 9:21 AM	2701	KATESHI TOLL GATE
	2149	1	ZAMBIA	KATETE	11/6/2023 10:53 PM	2149	KATETE
	2402	1	ZAMBIA	KATETE WEIGHBRIDGE	8/2/2024 8:32 PM	2402	KATETE WEIGHBRIDGE
	2361	4	NAMIBIA	KATIMA MULILO NAMIBIAN SIDE	7/2/2024 10:46 PM	2361	KATIMA MULILO NAMIBIAN SIDE
	1392	1	ZAMBIA	KATIMA MULILO ZAMBIAN SIDE	12/6/2022 2:43 PM	1392	KATIMA MULILO ZAMBIAN SIDE
	1460	1	ZAMBIA	KATONGO (WITHIN NAKONDE)	12/11/2022 12:01 PM	1460	KATONGO (WITHIN NAKONDE)
	2730	0		KATUBA	10/9/2025 8:48 AM	2730	KATUBA
	1601	1	ZAMBIA	KATUBA TOLL PLAZA	1/27/2023 5:15 PM	1601	KATUBA TOLL PLAZA
	2472	1	ZAMBIA	KAUNDA SQUARE TRUCK PARK, LUSAKA	10/14/2024 6:48 PM	2472	KAUNDA SQUARE TRUCK PARK, LUSAKA
	1963	1	ZAMBIA	KAVINDELE TOLL PLAZA	5/16/2023 2:06 PM	1963	KAVINDELE TOLL PLAZA
	2675	0		KAWAMBWA	8/3/2025 10:26 AM	2675	KAWAMBWA
	1668	2	TANZANIA	KAYWANYA	3/14/2023 4:47 PM	1668	KAYWANYA
	1378	1	ZAMBIA	KAZUNGULA	11/23/2022 10:46 AM	1378	KAZUNGULA
	1995	3	BOTSWANA	KAZUNGULA  BORDER CUSTOMS 	6/12/2023 3:00 PM	1995	KAZUNGULA  BORDER CUSTOMS 
	1483	1	ZAMBIA	KAZUNGULA BORDER	12/13/2022 8:57 PM	1483	KAZUNGULA BORDER
	2644	1	ZAMBIA	KAZUNGULA WEIGHBRIDGE	6/30/2025 6:36 PM	2644	KAZUNGULA WEIGHBRIDGE
	2120	1	ZAMBIA	KCM MINE, CHINGOLA	10/12/2023 3:05 PM	2120	KCM MINE, CHINGOLA
	2183	1	ZAMBIA	KEBBY MUSOKOTWANE 	11/23/2023 3:46 PM	2183	KEBBY MUSOKOTWANE 
	1685	1	ZAMBIA	KEBBY MUSOKOTWANE TOLL PLAZA	3/20/2023 9:08 AM	1685	KEBBY MUSOKOTWANE TOLL PLAZA
	1960	5	ZIMBABWE	KEBIYUKWA	5/10/2023 6:54 AM	1960	KEBIYUKWA
	1959	6	CONGO (DRC)	KEBIYUKWA MINE TRUCK PARK	5/9/2023 7:49 PM	1959	KEBIYUKWA MINE TRUCK PARK
	1721	5	ZIMBABWE	KEN MAUR	4/11/2023 6:49 AM	1721	KEN MAUR
	2390	0		KEYSIM YARD, LUSAKA	7/25/2024 7:23 PM	2390	KEYSIM YARD, LUSAKA
	1503	2	TANZANIA	KIBAHA	12/19/2022 1:45 PM	1503	KIBAHA
	2236	2	TANZANIA	KIBENA	2/18/2024 3:52 PM	2236	KIBENA
	2521	2	TANZANIA	KIBENA IRINGA AREA	12/21/2024 6:58 PM	2521	KIBENA IRINGA AREA
	2494	2	TANZANIA	KIDAYI RUAHAMBUYUNI  (TZ	11/5/2024 9:24 PM	2494	KIDAYI RUAHAMBUYUNI  (TZ
	2517	2	TANZANIA	KIKIBOGA  MIKUMI AREA	12/17/2024 8:04 PM	2517	KIKIBOGA  MIKUMI AREA
	2592	1	ZAMBIA	KILIMANJARO YARD, NDOLA	5/4/2025 3:56 PM	2592	KILIMANJARO YARD, NDOLA
	1945	5	ZIMBABWE	KILUVYA	4/29/2023 6:52 AM	1945	KILUVYA
	2605	0		KIMANGE	5/19/2025 2:53 PM	2605	KIMANGE
	1966	2	TANZANIA	KIMANI	5/17/2023 7:33 AM	1966	KIMANI
	1702	2	TANZANIA	KIMARA	4/5/2023 12:31 PM	1702	KIMARA
	1618	2	TANZANIA	KINENGEMBASI	2/20/2023 9:45 AM	1618	KINENGEMBASI
	2099	2	TANZANIA	KINGOLWILA	9/9/2023 11:18 PM	2099	KINGOLWILA
	2449	2	TANZANIA	KINYANAMBO	9/3/2024 9:12 PM	2449	KINYANAMBO
	2664	2	TANZANIA	KIPERA	7/11/2025 9:05 PM	2664	KIPERA
